[Script Info]
; Script generated by Aegisub 3.0.4
; http://www.aegisub.org/
Title: Default Aegisub file
ScriptType: v4.00+
WrapStyle: 0
PlayResX: 640
PlayResY: 480
ScaledBorderAndShadow: yes
Video Zoom: 6
Last Style Storage: FMA2 Types
Scroll Position: 0
Active Line: 0
Video Zoom Percent: 1

[V4+ Styles]
Format: Name, Fontname, Fontsize, PrimaryColour, SecondaryColour, OutlineColour, BackColour, Bold, Italic, Underline, StrikeOut, ScaleX, ScaleY, Spacing, Angle, BorderStyle, Outline, Shadow, Alignment, MarginL, MarginR, MarginV, Encoding
Style: FMA2 Default ARA,Hacen Liner Screen Bd,40,&H00FFFFFF,&H000000FF,&H002B2B2B,&H00000000,-1,0,0,0,100,100,0,0,1,1.5,0,2,10,10,10,0
Style: FMA2 Self ARA,Hacen Liner Screen Bd,40,&H1EFFFFFF,&H000000FF,&H1E5D2200,&H00000000,-1,0,0,0,100,100,0,0,1,1.5,0,2,10,10,10,0
Style: FMA2 Before ARA,Hacen Liner Screen Bd,40,&H1EF4F4F4,&H000000FF,&H1E2B2B2B,&H00000000,-1,0,0,0,100,100,0,0,1,1.5,0,2,10,10,10,0
Style: FMA2 Upline ARA,Hacen Liner Screen Bd,40,&H00FFFFFF,&H000000FF,&H00003044,&H00000000,-1,0,0,0,100,100,0,0,1,1.5,0,2,10,10,10,0
Style: FMA2 Ed Anger ARA,Hacen Liner Screen Bd,42,&H00FFFFFF,&H000000FF,&H00000056,&H00000000,-1,0,0,0,100,100,0,0,1,1.3,0,2,10,10,10,0
Style: FMA2 Ed Anger lol ARA,Hacen Liner Screen Bd,40,&HC8E9E9E9,&H003A3129,&H1EFCFCFC,&H00000000,-1,0,0,0,100,100,0,0,1,2,0,2,10,10,10,0
Style: Screen W AR,Hacen Extender X4 Super Fit,45,&H00FFFFFF,&H000000FF,&H00000000,&H00000000,0,0,0,0,100,100,0,0,1,1.2,0,2,10,10,10,1
Style: FMA2 O-E Translate ARA,Motken '3areeb,33,&H00F9F9F9,&H00C9C9C9,&H14000000,&H00000000,0,0,0,0,100,100,0,0,1,1,0,2,10,10,10,1


[Events]
Format: Layer, Start, End, Style, Name, MarginL, MarginR, MarginV, Effect, Text
Dialogue: 0,0:00:54.83,0:00:57.06,FMA2 Default ARA,Ed,0,0,0,,{\be1}[فلننه الأمر بسرعة يا [آل
Dialogue: 0,0:00:57.51,0:00:58.74,FMA2 Default ARA,Al,0,0,0,,{\be1}نعم يا أخي
Dialogue: 0,0:00:58.97,0:01:02.68,FMA2 O-E Translate ARA,,0,0,0,,{\fad(549,0)\be17\blur3}أليست الحياة أطول
Dialogue: 0,0:01:02.68,0:01:04.64,FMA2 O-E Translate ARA,,0,0,0,,{\be17\blur3}من أن تمحو هذه الذكريات ؟
Dialogue: 0,0:01:06.02,0:01:11.36,FMA2 O-E Translate ARA,,0,0,0,,{\fad(506,500)\be17\blur3}لأنني ما زلت أريد القيام بما فوته
Dialogue: 0,0:01:20.33,0:01:27.58,FMA2 O-E Translate ARA,,0,0,0,,{\fad(502,500)\be17\blur3}مع أنني كنت أركض خلف حلمي المستمر
Dialogue: 0,0:01:28.04,0:01:33.92,FMA2 O-E Translate ARA,,0,0,0,,{\fad(425,0)\be17\blur3}صادفت الكثير من الناس خلال سيري على هذا الطريق الضيق الملتف
Dialogue: 0,0:01:33.92,0:01:37.09,FMA2 O-E Translate ARA,,0,0,0,,{\be17\blur3}ليس الأمر أنني أريد العودة إلى تلك الأيام
Dialogue: 0,0:01:37.09,0:01:40.60,FMA2 O-E Translate ARA,,0,0,0,,{\be17\blur3}إنما أنا أبحث عن السماء التي فقدتها
Dialogue: 0,0:01:40.60,0:01:42.27,FMA2 O-E Translate ARA,,0,0,0,,{\be17\blur3}أرجوك افهمني
Dialogue: 0,0:01:42.27,0:01:47.48,FMA2 O-E Translate ARA,,0,0,0,,{\be17\blur3}لا تدع الحزن يظهر على وجهك وكأنك ستصبح تضحية
Dialogue: 0,0:01:47.48,0:01:49.19,FMA2 O-E Translate ARA,,0,0,0,,{\be17\blur3}فالدموع ليست نهاية ذنب
Dialogue: 0,0:01:49.19,0:01:50.86,FMA2 O-E Translate ARA,,0,0,0,,{\be17\blur3}أنا ساحمل هذا الالم معي إلى الأبد
Dialogue: 0,0:01:50.86,0:01:52.53,FMA2 O-E Translate ARA,,0,0,0,,{\be17\blur3}من أنتظر في نهاية متاهة المشاعر هذه
Dialogue: 0,0:01:52.53,0:01:54.19,FMA2 O-E Translate ARA,,0,0,0,,{\be17\blur3}تلك التي لا أرى نهايتها حتى ؟
Dialogue: 0,0:01:54.19,0:01:55.99,FMA2 O-E Translate ARA,,0,0,0,,{\be17\blur3}أريد أن أعبر عن نفسي بشكل أكثر إنصافاً
Dialogue: 0,0:01:55.99,0:01:57.74,FMA2 O-E Translate ARA,,0,0,0,,{\be17\blur3}تماماً كما سطرتها في دفتري الأبيض،
Dialogue: 0,0:01:57.74,0:01:59.41,FMA2 O-E Translate ARA,,0,0,0,,{\be17\blur3}ما الذي أهرب منه ؟
Dialogue: 0,0:01:59.41,0:02:01.03,FMA2 O-E Translate ARA,,0,0,0,,{\be17\blur3}هل هو ما يدعونه الواقع ؟...
Dialogue: 0,0:02:01.03,0:02:04.37,FMA2 O-E Translate ARA,,0,0,0,,{\be17\blur3}أريد أن أصرخ عالياً بأنني
Dialogue: 0,0:02:04.37,0:02:07.79,FMA2 O-E Translate ARA,,0,0,0,,{\be17\blur3}أعيش لأجعل حلمك حقيقة" .. هل تستطيع سماعي ؟"
Dialogue: 0,0:02:07.79,0:02:11.92,FMA2 O-E Translate ARA,,0,0,0,,{\fad(0,500)\be17\blur3}لا يمكنني أخذ الأمر ببساطة
Dialogue: 0,0:02:12.88,0:02:14.71,FMA2 O-E Translate ARA,,0,0,0,,{\be17\blur3}ليس لدي حتى مكان أعود إليه...
Dialogue: 0,0:02:14.71,0:02:18.01,FMA2 O-E Translate ARA,,0,0,0,,{\be17\blur3}أنا دائماً شاكر للطفك
Dialogue: 0,0:02:18.01,0:02:21.39,FMA2 O-E Translate ARA,,0,0,0,,{\be17\blur3}(ولهذا أريد أن أصبح أقوى (أنا في الطريق
Dialogue: 0,0:02:21.39,0:02:23.35,FMA2 O-E Translate ARA,,0,0,0,,{\be17\blur3}أشعر بالحنين إلى الماضي
Dialogue: 0,0:02:23.35,0:02:26.60,FMA2 O-E Translate ARA,,0,0,0,,{\fad(0,910)\be17\blur3}أنا أتقبل هذا الألم
Dialogue: 0,0:02:34.00,0:02:35.24,FMA2 Default ARA,Policeman,0,0,0,,{\be1}! ها هو ! لقد سلك ذلك الطريق
Dialogue: 0,0:02:35.49,0:02:36.70,FMA2 Default ARA,Policeman,0,0,0,,{\be1}! .. توقف ! إذا لم تفعل
Dialogue: 0,0:02:53.26,0:02:56.23,FMA2 Default ARA,Ice Alchemist,0,0,0,,{\be1}التجمد والغليان، تلك هي خصائص الماء
Dialogue: 0,0:03:01.20,0:03:02.06,FMA2 Default ARA,Ice Alchemist,0,0,0,,{\be1}خيمياء
Dialogue: 0,0:03:03.13,0:03:04.67,FMA2 Default ARA,Ed,0,0,0,,{\be1}أنت حقاً تقوم بأشياء فظيعة
Dialogue: 0,0:03:05.76,0:03:09.16,FMA2 Default ARA,Ice Alchemist,0,0,0,,{\be1}التضحيات أمر أساسي في الأعمال العظيمة
Dialogue: 0,0:03:09.16,0:03:11.04,FMA2 Default ARA,Ice Alchemist,0,0,0,,{\be1}! هذا ما يدعونه بالمقايضة المتكافئة
Dialogue: 0,0:03:11.15,0:03:14.69,FMA2 Default ARA,Ed,0,0,0,,{\be1}هذا لا يمت بأي صلة إلى المقايضة المتكافئة
Dialogue: 0,0:03:22.92,0:03:24.21,FMA2 Default ARA,Ice Alchemist,0,0,0,,{\be1}حتى بدون حلقة تحويل ؟
Dialogue: 0,0:03:24.86,0:03:27.11,FMA2 Default ARA,Ed,0,0,0,,{\be1}لست في موقع يسمح لك بالبحث عن التفاصيل
Dialogue: 0,0:03:37.32,0:03:37.80,FMA2 Default ARA,Ice Alchemist,0,0,0,,{\be1}ماذا ؟
Dialogue: 0,0:03:38.75,0:03:39.50,FMA2 Default ARA,Ice Alchemist,0,0,0,,{\be1}! لا يمكن
Dialogue: 0,0:03:39.77,0:03:41.81,FMA2 Default ARA,Ice Alchemist,0,0,0,,{\be1}! كان يفترض بالمياه هناك أن تغلي
Dialogue: 0,0:03:42.71,0:03:44.74,FMA2 Default ARA,Ed,0,0,0,,{\be1}لم يعد معطفي صالحاً للاستعمال
Dialogue: 0,0:03:47.37,0:03:48.24,FMA2 Default ARA,Ice Alchemist,0,0,0,,{\be1}.. عدة آلية
Dialogue: 0,0:03:52.13,0:03:56.70,FMA2 Default ARA,Ice Alchemist,0,0,0,,{\be1}.. القدرة على القيام بتحويلات خيميائية متقدمة بدون حلقة تحويل
Dialogue: 0,0:03:57.06,0:03:58.84,FMA2 Default ARA,Ice Alchemist,0,0,0,,{\be1}.. وذراع يمنى من العدة الآلية
Dialogue: 0,0:04:00.12,0:04:05.01,FMA2 Default ARA,Ice Alchemist,0,0,0,,{\be1}[أنت الخيميائي المعدني، [إدوارد إلريك
Dialogue: 0,0:04:09.58,0:04:10.67,FMA2 Ed Anger lol ARA,Ice Alchemist,0,0,0,,{\be1}وليس الذي هناك ؟
Dialogue: 0,0:04:10.79,0:04:14.40,FMA2 Ed Anger lol ARA,Al,0,0,0,,{\be1}حسنٌ، أنا .. [ألفونسو]، الأخ الأصغر
Dialogue: 0,0:04:14.66,0:04:15.56,FMA2 Ed Anger lol ARA,Ice Alchemist,0,0,0,,{\be1}.. هذا القزم
Dialogue: 0,0:04:16.41,0:04:17.68,FMA2 Ed Anger lol ARA,Ed,0,0,0,,{\be1}من هذا الذي تدعوه بالقزم ؟
Dialogue: 0,0:04:22.77,0:04:25.73,FMA2 Default ARA,Ice alchemist,0,0,0,,{\be1}.. من كان ليظن أن الرجل المعروف باسم الخيميائي المعدني
Dialogue: 0,0:04:25.87,0:04:28.44,FMA2 Default ARA,Ice Alchemist,0,0,0,,{\be1}هو ليس إلا طفلاً صغيراً
Dialogue: 0,0:04:28.76,0:04:30.32,FMA2 Ed Anger ARA,Ed,0,0,0,,{\be1}! لا تنادني بالصغير
Dialogue: 0,0:04:31.81,0:04:35.88,FMA2 Default ARA,Al,0,0,0,,{\be1}أخي، لا أظن أنه قصد طولك بعبارته الأخيرة
Dialogue: 0,0:04:36.52,0:04:38.45,FMA2 Ed Anger ARA,Ed,0,0,0,,{\be1}! وإن كان كذلك، لا يمكنني أن أسامحه
Dialogue: 0,0:04:39.68,0:04:42.97,FMA2 Default ARA,Policeman,0,0,0,,{\be1}[كما هو متوقع من الخيميائي المعدني، السيد [إدوارد إلريك
Dialogue: 0,0:04:43.80,0:04:45.58,FMA2 Default ARA,Policeman,0,0,0,,{\be1}شكراً جزيلاً لتعاونكم
Dialogue: 0,0:04:46.01,0:04:50.08,FMA2 Default ARA,Al,0,0,0,,{\be1}[لا.. أنا فقط أخوه الأصغر [ألفونسو إلريك
Dialogue: 0,0:04:51.90,0:04:53.37,FMA2 Default ARA,Ed,0,0,0,,{\be1}[آسف لتركك تنتظر يا [آل
Dialogue: 0,0:04:53.44,0:04:54.34,FMA2 Default ARA,Ed,0,0,0,,{\be1}حسنٌ، هيا بنا
Dialogue: 0,0:04:54.66,0:04:57.52,FMA2 Default ARA,Al,0,0,0,,{\be1}يا رجل، أنت دائماً مستعجل
Dialogue: 0,0:05:09.18,0:05:10.19,FMA2 Default ARA,Ed,0,0,0,,{\be1}بخار ؟
Dialogue: 0,0:05:10.45,0:05:11.94,FMA2 Default ARA,Al,0,0,0,,{\be1}! أخي ! إنه هو
Dialogue: 0,0:05:12.97,0:05:14.96,FMA2 Default ARA,Ed,0,0,0,,{\be1}! تباً ! إنه يتلاعب بنا
Dialogue: 0,0:05:16.51,0:05:19.16,FMA2 Default ARA,Mustang,0,0,0,,{\be1}يبدو أنك استخففت بقدرة عدوك، أيها المعدني
Dialogue: 0,0:05:20.11,0:05:21.97,FMA2 Default ARA,Ed,0,0,0,,{\be1}ومن هو ذاك الشخص أساساً ؟
Dialogue: 0,0:05:22.33,0:05:25.37,FMA2 Default ARA,Mustang,0,0,0,,{\be1}لذلك قلت لك، استمع إلى موجز المهمة
Dialogue: 0,0:05:26.15,0:05:28.27,FMA2 Default ARA,Mustang,0,0,0,,{\be1}"لكنك كنت تقول "فلننته من هذا الأمر بسرعة
Dialogue: 0,0:05:27.54,0:05:30.98,FMA2 Upline ARA,Ed,0,0,0,,{\be1}حسنٌ حسنٌ فهمت، هذا خطئي
Dialogue: 0,0:05:32.33,0:05:35.01,FMA2 Default ARA,Mustang,0,0,0,,{\be1}يجب أن تصغي إلى من يفوقك عمراً بطاعة
Dialogue: 0,0:05:35.36,0:05:36.47,FMA2 Default ARA,Ed,0,0,0,,{\be1}نعم، نعم
Dialogue: 0,0:05:36.99,0:05:37.57,FMA2 Default ARA,Mustang,0,0,0,,{\be1}حسنٌ إذاً
Dialogue: 0,0:05:38.37,0:05:40.85,FMA2 Default ARA,Mustang,0,0,0,,{\be1}[اسمه [إسحاق ماكدوغال
Dialogue: 0,0:05:40.85,0:05:45.02,FMA2 Default ARA,Mustang,0,0,0,,{\be1}"كان سابقاً من خيميائيي الدولة، وكان يعرف باسم "إسحاق الجليد
Dialogue: 0,0:05:45.62,0:05:46.06,FMA2 Default ARA,Ed,0,0,0,,{\be1}سابقاً ؟
Dialogue: 0,0:05:46.84,0:05:47.55,FMA2 Default ARA,Mustang,0,0,0,,{\be1}هذا صحيح
Dialogue: 0,0:05:48.74,0:05:53.49,FMA2 Default ARA,Mustang,0,0,0,,{\be1}خلال حرب إبادة (إشبال)، قدم أداءً متميزاً في جيشنا
Dialogue: 0,0:05:55.65,0:05:59.90,FMA2 Default ARA,Mustang,0,0,0,,{\be1}وبعد الحرب، تخلى عن لقبه كأحد خيميائيي الدولة
Dialogue: 0,0:05:59.90,0:06:02.41,FMA2 Default ARA,Mustang,0,0,0,,{\be1}وتورط في عدد من النشاطات المعارضة للحكومة
Dialogue: 0,0:06:03.47,0:06:05.58,FMA2 Default ARA,Mustang,0,0,0,,{\be1}الإمساك به أولوية قصوى
Dialogue: 0,0:06:06.57,0:06:08.72,FMA2 Default ARA,Mustang,0,0,0,,{\be1}واستناداً إلى الوضع، قد نضطر إلى قتله
Dialogue: 0,0:06:09.29,0:06:11.23,FMA2 Default ARA,Ed,0,0,0,,{\be1}سأهمل فكرة القتل
Dialogue: 0,0:06:11.64,0:06:13.41,FMA2 Default ARA,Mustang,0,0,0,,{\be1}افعل ما يحلو لك
Dialogue: 0,0:06:13.41,0:06:16.00,FMA2 Default ARA,Mustang,0,0,0,,{\be1}لن ننظر سوى إلى النتائج التي تحققها
Dialogue: 0,0:06:20.68,0:06:24.82,FMA2 Default ARA,Mustang,0,0,0,,{\be1}صحيح، هل وجدت أي دليل يقودك للعثور على جسدك الأصلي ؟
Dialogue: 0,0:06:26.39,0:06:28.39,FMA2 Ed Anger ARA,Ed,0,0,0,,{\be1}! أنت الذي لا يترك لنا الوقت لنفعل شيئاً
Dialogue: 0,0:06:28.76,0:06:30.11,FMA2 Default ARA,Hughes,0,0,0,,{\be1}[يا [روي
Dialogue: 0,0:06:30.44,0:06:34.49,FMA2 Default ARA,Hughes,0,0,0,,{\be1}حظ عاثر بالفعل، صحيح ؟ بتلقيك الأمر لإمساك خيميائي الجليد
Dialogue: 0,0:06:34.88,0:06:37.22,FMA2 Default ARA,Hughes,0,0,0,,{\be1}أم هي فرصة لتشق طريقك نحو القمة في (السنترال) ؟
Dialogue: 0,0:06:39.20,0:06:42.41,FMA2 Default ARA,Hughes,0,0,0,,{\be1}أوه ! أنتما الاثنان، هل يمكن ؟ الأخوان [إلريك] ؟
Dialogue: 0,0:06:42.86,0:06:47.58,FMA2 Default ARA,Hughes,0,0,0,,{\be1}يا إلهي ! إنه ليشرفني اللقاء بأصغر خيميائيي الدولة
Dialogue: 0,0:06:47.58,0:06:49.52,FMA2 Default ARA,Hughes,0,0,0,,{\be1}أنا [ماس هيوز]، مقدم
Dialogue: 0,0:06:49.54,0:06:52.84,FMA2 Default ARA,Al,0,0,0,,{\be1}[في الواقع، أنا الأخ الأصغر [ألفونسو إلريك
Dialogue: 0,0:06:53.22,0:06:56.68,FMA2 Default ARA,Hughes,0,0,0,,{\be1}!ماذا ؟! ذاك الذي هناك هو الخيميائي المعدني ؟
Dialogue: 0,0:06:56.84,0:06:59.18,FMA2 Self ARA,Ed,0,0,0,,{\be1\fad(0,200)}لا تقل قزم، إياك أن تقولها
Dialogue: 0,0:06:59.67,0:07:00.31,FMA2 Default ARA,Mustang,0,0,0,,{\be1}[هيوز]
Dialogue: 0,0:07:00.41,0:07:01.03,FMA2 Default ARA,Hughes,0,0,0,,{\be1}نعم
Dialogue: 0,0:07:01.34,0:07:03.02,FMA2 Default ARA,Mustang,0,0,0,,{\be1}إذا لم يكن لديك ما تفعله، عد إلى البيت
Dialogue: 0,0:07:03.45,0:07:05.44,FMA2 Default ARA,Hughes,0,0,0,,{\be1}سأفعل عندما أنتهي مما يجب علي فعله
Dialogue: 0,0:07:07.00,0:07:09.57,FMA2 Default ARA,Hughes,0,0,0,,{\be1}أنتما ! أنتما لم تستقرا في نزل بعد، صحيح ؟
Dialogue: 0,0:07:10.21,0:07:11.42,FMA2 Default ARA,Hughes,0,0,0,,{\be1}في تلك الحالة، تعالا إلى منزلي
Dialogue: 0,0:07:19.16,0:07:22.37,FMA2 Default ARA,Hughes,0,0,0,,{\be1}[زوجتي [غراشيا] وابنتي [إيليسيا
Dialogue: 0,0:07:24.18,0:07:25.99,FMA2 Default ARA,Hughes,0,0,0,,{\be1}! [إيليسيا]
Dialogue: 0,0:07:27.66,0:07:29.40,FMA2 Default ARA,Elissia,0,0,0,,{\be1}! بابا ! لحيتك مؤلمة
Dialogue: 0,0:07:30.42,0:07:31.18,FMA2 Default ARA,Hughes,0,0,0,,{\be1}هكذا إذاً
Dialogue: 0,0:07:33.16,0:07:34.01,FMA2 Default ARA,Elissia,0,0,0,,{\be1}! لااا
Dialogue: 0,0:07:35.63,0:07:38.51,FMA2 Default ARA,Elissia,0,0,0,,{\be1}[ضيوفنا الليلة، الأخوان [إلريك
Dialogue: 0,0:07:39.56,0:07:40.26,FMA2 Default ARA,Elissia,0,0,0,,{\be1}! كبير
Dialogue: 0,0:07:41.39,0:07:42.04,FMA2 Default ARA,Elissia,0,0,0,,{\be1}.. صغير
Dialogue: 0,0:07:44.05,0:07:49.51,FMA2 Default ARA,Ed,0,0,0,,{\be1}[إيليسيا]، أنا [إدوارد إلريك] وهذا أخي الأصـغـر [ألفونسو إلريك]
Dialogue: 0,0:07:49.73,0:07:53.00,FMA2 Ed Anger ARA,Ed,0,0,0,,{\be1}هل تفهمين ؟ إنه الأخ الأصغر
Dialogue: 0,0:07:53.14,0:07:55.41,FMA2 Default ARA,Elissia,0,0,0,,{\be1}إذا كنت أنت الأخ الأكبر، لماذا أنت قصير ؟
Dialogue: 0,0:07:57.04,0:08:00.14,FMA2 Default ARA,Al,0,0,0,,{\be1}يكفي، إننا بضيافتهم، خذ الأمر ببساطة
Dialogue: 0,0:07:57.32,0:08:01.34,FMA2 Upline ARA,Ed,0,0,0,,{\be1}! [دعني ! دعني يا [آل
Dialogue: 0,0:08:00.55,0:08:03.15,FMA2 Default ARA,Hughes,0,0,0,,{\be1}فلنبدأ الأكل حالاً ! [غراشيا] طباخة رائعة
Dialogue: 0,0:08:08.30,0:08:09.19,FMA2 Default ARA,Hughes,0,0,0,,{\be1}فلتأكلا
Dialogue: 0,0:08:10.10,0:08:11.29,FMA2 Default ARA,Ed,0,0,0,,{\be1}"اتاداكيماس"
Dialogue: 0,0:08:14.19,0:08:16.38,FMA2 Default ARA,Ed,0,0,0,,{\be1}! رائع ! إنه لذيذ
Dialogue: 0,0:08:16.51,0:08:17.95,FMA2 Default ARA,Gracia,0,0,0,,{\be1}أكثرا من الأكل
Dialogue: 0,0:08:18.01,0:08:18.89,FMA2 Default ARA,Ed,0,0,0,,{\be1}نعم
Dialogue: 0,0:08:20.45,0:08:23.32,FMA2 Default ARA,Hughes,0,0,0,,{\be1}لا يمكنك الأكل وأنت ترتدي هذا الدرع يا [ألفونسو]، صحيح ؟
Dialogue: 0,0:08:24.63,0:08:26.47,FMA2 Default ARA,Al,0,0,0,,{\be1}حسنٌ .. في الواقع .. مممم
Dialogue: 0,0:08:26.83,0:08:29.68,FMA2 Default ARA,Ed,0,0,0,,{\be1}إن [آل] حالياً في منتصف تدريب الخيمياء
Dialogue: 0,0:08:30.16,0:08:33.49,FMA2 Default ARA,Ed,0,0,0,,{\be1}حسنٌ يا [آل]، سآكل بالنيابة عنك أيضاً، جيد ؟
Dialogue: 0,0:08:34.19,0:08:35.44,FMA2 Upline ARA,Elissia,0,0,0,,{\be1}! التدريب ! التدريب
Dialogue: 0,0:08:33.89,0:08:35.44,FMA2 Default ARA,Ed,0,0,0,,{\be1}دع الأمر لي
Dialogue: 0,0:08:38.53,0:08:42.45,Screen W AR,,0,0,0,,{\be1\pos(320,396)\fad(668,0)}السجن المركزي
Dialogue: 0,0:08:42.04,0:08:45.51,FMA2 Default ARA,Kimbley,0,0,0,,{\be1}! هذه أطرف نكتة سمعتها مؤخراً
Dialogue: 0,0:08:46.20,0:08:50.21,FMA2 Default ARA,Kimbley,0,0,0,,{\be1}أنا وخيميائي الجليد .. نعمل معاً
Dialogue: 0,0:08:50.96,0:08:53.25,FMA2 Default ARA,Kimbley,0,0,0,,{\be1}أنا .. الخيميائي القرمزي
Dialogue: 0,0:08:53.75,0:08:59.21,FMA2 Default ARA,Isaac,0,0,0,,{\be1}كيبملي]، فلنسحق [برادلي] وكل الجيش معاً]
Dialogue: 0,0:08:59.70,0:09:03.96,FMA2 Default ARA,Isaac,0,0,0,,{\be1}لا بد أنك رأيتها في (إشبال) كذلك، تلك الجحيم
Dialogue: 0,0:09:03.96,0:09:08.08,FMA2 Default ARA,Isaac,0,0,0,,{\be1}لا بد أنك تعرف ما جعلنا [برادلي] نفعله
Dialogue: 0,0:09:08.08,0:09:11.22,FMA2 Default ARA,Isaac,0,0,0,,{\be1}ولهذا قمتَ بمهاجمة أولئك الجنود
Dialogue: 0,0:09:13.57,0:09:15.02,FMA2 Default ARA,Kimbley,0,0,0,,{\be1}أرجوك لا تسئ فهمي
Dialogue: 0,0:09:15.59,0:09:19.29,FMA2 Default ARA,Kimbley,0,0,0,,{\be1}أنا لا أنتقد أحداً أو أفكر بطريقتك إطلاقاً
Dialogue: 0,0:09:19.77,0:09:21.24,FMA2 Default ARA,Kimbley,0,0,0,,{\be1}.. السبب الذي جعلني أقتلهم هو
Dialogue: 0,0:09:21.82,0:09:24.22,FMA2 Default ARA,Kimbley,0,0,0,,{\be1}فقط لأنني أردت ذلك .. لا غير
Dialogue: 0,0:09:26.00,0:09:27.99,FMA2 Default ARA,Isaac,0,0,0,,{\be1}[يا للأسف يا [كيمبلي
Dialogue: 0,0:09:27.99,0:09:30.39,FMA2 Default ARA,Isaac,0,0,0,,{\be1}مؤسف حقاً
Dialogue: 0,0:09:35.07,0:09:36.00,FMA2 Default ARA,Isaac,0,0,0,,{\be1}شكراً لجهودك
